EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,RelationshipSatisfaction,StandardHours,StockOptionLevel,TrainingTimesLastYear,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceSatisfactionIndex,ExperiencePriorToCurrentJob,EmployeeEngagementScore,DistanceFromHomeCategory,AgeGeneration,EducationDegree
115,29,0.0,Travel_Frequently,806,Research & Development,1,4,Life Sciences,1,2,Male,76,1,Research Scientist,4,Divorced,2720,18959,1,Y,No,18,4,80,1,5,7,2,8,High,Junior,Good,Short Distance,Gen Z,Doctoral Degree
116,39,0.0,Non-Travel,792,Research & Development,1,3,Life Sciences,1,4,Male,77,2,Laboratory Technician,4,Married,6472,8989,1,Y,Yes,15,4,80,1,2,8,5,8,Very High,Junior,Better,Short Distance,Millennials,Bachelor Degree
117,35,0.0,Travel_Rarely,817,Research & Development,1,3,Medical,1,4,Female,60,2,Laboratory Technician,4,Married,5363,10846,0,Y,No,12,2,80,1,0,7,0,0,High,Junior,Good,Short Distance,Millennials,Bachelor Degree
118,30,0.0,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,3,Male,58,2,Healthcare Representative,3,Married,5294,9128,3,Y,No,16,3,80,1,3,0,1,7,High,Junior,Better,Medium Distance,Gen Z,Bachelor Degree
119,37,0.0,Non-Travel,142,Sales,9,4,Medical,1,1,Male,69,3,Sales Executive,2,Divorced,8834,24666,1,Y,No,13,4,80,1,6,5,7,7,Medium,Junior,Better,Short Distance,Millennials,Doctoral Degree
120,39,0.0,Travel_Rarely,170,Research & Development,3,2,Medical,1,3,Male,76,2,Laboratory Technician,3,Divorced,3069,10302,0,Y,No,15,4,80,1,3,8,0,7,High,Junior,Good,Short Distance,Millennials,Associate Degree
121,52,1.0,Travel_Rarely,266,Sales,2,1,Marketing,1,1,Female,57,5,Manager,4,Married,19845,25846,1,Y,No,15,4,80,1,3,14,6,9,High,Junior,Good,Short Distance,Gen X,High School
122,31,0.0,Travel_Rarely,218,Sales,7,3,Technical Degree,1,2,Male,100,2,Sales Executive,4,Married,6929,12241,4,Y,No,11,2,80,1,3,7,7,7,Medium,Junior,Better,Short Distance,Millennials,Bachelor Degree
123,29,0.0,Travel_Rarely,1396,Sales,10,3,Life Sciences,1,3,Male,99,1,Sales Representative,3,Single,2642,2755,1,Y,No,11,3,80,0,6,0,0,0,High,Junior,Better,Short Distance,Gen Z,Bachelor Degree
124,28,0.0,Travel_Rarely,329,Research & Development,24,3,Medical,1,3,Male,51,1,Laboratory Technician,2,Married,2408,7324,1,Y,Yes,17,3,80,3,3,1,0,0,Medium,Junior,Better,Long Distance,Gen Z,Bachelor Degree
125,26,0.0,Travel_Rarely,157,Research & Development,1,3,Medical,1,3,Male,95,1,Laboratory Technician,1,Single,2867,20006,0,Y,No,13,4,80,0,6,7,7,6,Medium,Junior,Good,Short Distance,Gen Z,Bachelor Degree
126,32,1.0,Non-Travel,1474,Sales,11,4,Other,1,4,Male,60,2,Sales Executive,3,Married,4707,23914,8,Y,No,12,4,80,0,2,2,1,2,High,Junior,Better,Medium Distance,Millennials,Doctoral Degree
127,35,0.0,Non-Travel,1097,Research & Development,11,2,Medical,1,3,Male,79,3,Healthcare Representative,1,Married,9884,8302,2,Y,Yes,13,3,80,1,3,0,2,3,Medium,Mid-level,Good,Medium Distance,Millennials,Associate Degree
128,43,0.0,Travel_Rarely,920,Research & Development,3,3,Life Sciences,1,3,Male,96,5,Research Director,4,Married,19740,18625,3,Y,No,14,2,80,1,2,7,0,7,High,Senior,Good,Short Distance,Gen Y,Bachelor Degree
129,33,0.0,Travel_Rarely,134,Research & Development,2,3,Life Sciences,1,3,Male,90,1,Research Scientist,4,Single,2500,10515,0,Y,No,14,1,80,0,2,1,0,2,Medium,Junior,Better,Short Distance,Millennials,Bachelor Degree
130,44,0.0,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,3,Female,96,3,Healthcare Representative,4,Married,7879,14810,1,Y,Yes,19,2,80,1,2,7,6,7,High,Junior,Better,Short Distance,Gen Y,Bachelor Degree
131,41,0.0,Travel_Rarely,930,Sales,3,3,Life Sciences,1,3,Male,57,2,Sales Executive,2,Divorced,8938,12227,2,Y,No,11,3,80,1,5,4,0,4,Medium,Mid-level,Good,Short Distance,Gen Y,Bachelor Degree
132,45,0.0,Travel_Frequently,1297,Research & Development,1,4,Medical,1,2,Male,44,2,Healthcare Representative,3,Single,5399,14511,4,Y,No,12,3,80,0,3,2,0,3,Medium,Mid-level,Better,Short Distance,Gen Y,Doctoral Degree
133,37,0.0,Travel_Rarely,309,Sales,10,4,Life Sciences,1,4,Female,88,2,Sales Executive,4,Divorced,6694,24223,2,Y,Yes,14,3,80,3,5,0,0,0,High,Mid-level,Good,Short Distance,Millennials,Doctoral Degree
134,27,1.0,Travel_Rarely,135,Research & Development,17,4,Life Sciences,1,4,Female,51,1,Research Scientist,3,Single,2394,25681,1,Y,Yes,13,4,80,0,2,2,7,7,High,Junior,Better,Medium Distance,Gen Z,Doctoral Degree
135,28,0.0,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,1,Male,67,1,Research Scientist,2,Married,3201,19911,0,Y,No,17,1,80,0,2,3,0,4,Low,Junior,Good,Short Distance,Gen Z,High School
136,27,0.0,Travel_Frequently,294,Research & Development,10,2,Life Sciences,1,4,Male,32,3,Manufacturing Director,1,Divorced,8793,4809,1,Y,No,21,3,80,2,4,7,1,7,Medium,Junior,Better,Short Distance,Gen Z,Associate Degree
137,37,0.0,Travel_Rarely,342,Sales,16,4,Marketing,1,4,Male,66,2,Sales Executive,3,Divorced,6334,24558,4,Y,No,19,4,80,2,2,0,0,0,High,Mid-level,Good,Medium Distance,Millennials,Doctoral Degree
138,27,0.0,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1,4,Male,55,1,Research Scientist,3,Married,2539,7950,1,Y,No,13,3,80,1,0,2,2,2,High,Junior,Good,Short Distance,Gen Z,Bachelor Degree
139,37,0.0,Travel_Frequently,319,Sales,4,4,Marketing,1,1,Male,41,1,Sales Representative,4,Divorced,2793,2539,4,Y,No,17,3,80,1,2,8,5,8,Medium,Junior,Better,Short Distance,Millennials,Doctoral Degree
140,31,0.0,Travel_Rarely,1062,Research & Development,24,3,Medical,1,3,Female,96,2,Healthcare Representative,1,Single,6812,17198,1,Y,No,19,2,80,0,2,9,1,8,Medium,Junior,Good,Long Distance,Millennials,Bachelor Degree
141,48,0.0,Travel_Rarely,715,Research & Development,1,3,Life Sciences,1,4,Male,76,5,Research Director,4,Single,18265,8733,6,Y,No,12,3,80,0,3,0,0,0,High,Expert,Better,Short Distance,Gen Y,Bachelor Degree
142,36,0.0,Travel_Rarely,676,Research & Development,1,3,Other,1,3,Female,35,2,Manufacturing Director,2,Married,5228,23361,0,Y,No,15,1,80,1,2,7,0,5,Medium,Junior,Better,Short Distance,Millennials,Bachelor Degree
143,37,0.0,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1,4,Female,56,2,Manufacturing Director,4,Married,6474,9961,1,Y,No,13,2,80,1,2,8,3,11,High,Junior,Good,Short Distance,Millennials,Bachelor Degree
144,55,0.0,Travel_Rarely,1229,Research & Development,4,4,Life Sciences,1,4,Male,30,2,Healthcare Representative,3,Married,4035,16143,0,Y,Yes,16,2,80,0,2,2,1,2,High,Junior,Better,Short Distance,Gen X,Doctoral Degree
145,33,0.0,Travel_Frequently,1303,Research & Development,7,2,Life Sciences,1,4,Male,36,2,Healthcare Representative,3,Divorced,5968,18079,1,Y,No,20,3,80,3,2,7,2,8,High,Junior,Better,Short Distance,Millennials,Associate Degree
146,38,0.0,Travel_Rarely,702,Sales,1,4,Life Sciences,1,1,Female,59,2,Sales Executive,4,Single,8686,12930,4,Y,No,22,3,80,0,2,3,0,7,Medium,Junior,Better,Short Distance,Millennials,Doctoral Degree
147,32,0.0,Travel_Rarely,117,Sales,13,4,Life Sciences,1,2,Male,73,2,Sales Executive,4,Divorced,4403,9250,2,Y,No,11,3,80,1,3,2,0,3,High,Junior,Good,Medium Distance,Millennials,Doctoral Degree
148,32,0.0,Travel_Rarely,634,Research & Development,5,4,Other,1,2,Female,35,1,Research Scientist,4,Married,3312,18783,3,Y,No,17,4,80,2,3,2,0,2,High,Junior,Better,Short Distance,Millennials,Doctoral Degree
149,28,0.0,Travel_Rarely,857,Research & Development,10,3,Other,1,3,Female,59,2,Research Scientist,3,Single,3660,7909,3,Y,No,13,4,80,0,4,7,1,7,High,Junior,Better,Short Distance,Gen Z,Bachelor Degree
150,43,0.0,Travel_Frequently,957,Research & Development,28,3,Medical,1,2,Female,72,1,Research Scientist,3,Single,4739,16090,4,Y,No,12,4,80,0,2,2,1,2,High,Senior,Better,Long Distance,Gen Y,Bachelor Degree
151,29,0.0,Travel_Rarely,1246,Sales,19,3,Life Sciences,1,3,Male,77,2,Sales Executive,3,Divorced,8620,23757,1,Y,No,14,3,80,2,3,7,0,4,High,Junior,Good,Medium Distance,Gen Z,Bachelor Degree
152,30,0.0,Travel_Rarely,1465,Research & Development,1,3,Medical,1,4,Male,63,1,Research Scientist,2,Married,3579,9369,0,Y,Yes,21,1,80,1,2,9,5,7,Medium,Junior,Better,Short Distance,Gen Z,Bachelor Degree
153,33,0.0,Non-Travel,722,Sales,17,3,Life Sciences,1,4,Male,38,4,Manager,3,Single,17444,20489,1,Y,No,11,4,80,0,2,8,6,0,High,Junior,Better,Medium Distance,Millennials,Bachelor Degree
154,43,0.0,Travel_Rarely,177,Research & Development,8,3,Life Sciences,1,1,Female,55,2,Manufacturing Director,2,Divorced,4765,23814,4,Y,No,21,3,80,1,2,0,0,0,Medium,Junior,Better,Short Distance,Gen Y,Bachelor Degree
155,42,0.0,Travel_Frequently,458,Research & Development,26,5,Medical,1,1,Female,60,3,Research Director,1,Married,13191,23281,3,Y,Yes,17,3,80,0,6,0,0,0,Low,Senior,Better,Long Distance,Gen Y,Master Degree
156,37,0.0,Travel_Rarely,921,Research & Development,10,3,Medical,1,3,Female,98,1,Laboratory Technician,1,Married,3452,17663,6,Y,No,20,2,80,1,3,4,0,3,Medium,Senior,Better,Short Distance,Millennials,Bachelor Degree
157,56,0.0,Non-Travel,667,Research & Development,1,4,Life Sciences,1,3,Male,57,2,Healthcare Representative,3,Divorced,6306,26236,1,Y,No,21,1,80,1,2,12,1,9,Medium,Junior,Better,Short Distance,Gen X,Doctoral Degree
158,27,0.0,Travel_Frequently,1131,Research & Development,15,3,Life Sciences,1,4,Female,77,1,Research Scientist,1,Married,4774,23844,0,Y,No,19,4,80,1,2,6,7,3,High,Junior,Good,Medium Distance,Gen Z,Bachelor Degree
159,26,0.0,Travel_Rarely,920,Human Resources,20,2,Medical,1,4,Female,69,1,Human Resources,2,Married,2148,6889,0,Y,Yes,11,3,80,0,3,1,1,4,High,Junior,Better,Medium Distance,Gen Z,Associate Degree
160,24,0.0,Travel_Frequently,535,Sales,24,3,Medical,1,4,Male,38,1,Sales Representative,4,Married,2400,5530,0,Y,No,13,3,80,2,3,2,2,1,High,Junior,Better,Long Distance,Gen Z,Bachelor Degree
161,37,0.0,Non-Travel,1063,Research & Development,25,5,Medical,1,2,Female,72,2,Research Scientist,3,Married,4449,23866,3,Y,Yes,15,1,80,2,2,11,10,7,Medium,Junior,Better,Long Distance,Millennials,Master Degree
162,37,0.0,Travel_Rarely,558,Sales,2,3,Marketing,1,4,Male,75,2,Sales Executive,3,Married,9602,3010,4,Y,Yes,11,3,80,1,3,0,1,0,High,Senior,Good,Short Distance,Millennials,Bachelor Degree
163,40,0.0,Travel_Frequently,1395,Research & Development,26,3,Medical,1,2,Female,54,2,Research Scientist,2,Divorced,5605,8504,1,Y,No,11,1,80,1,2,7,2,13,Low,Junior,Better,Long Distance,Millennials,Bachelor Degree
164,34,0.0,Travel_Rarely,181,Research & Development,2,4,Medical,1,4,Male,97,1,Research Scientist,4,Married,2932,5586,0,Y,Yes,14,1,80,3,3,0,1,2,High,Junior,Better,Short Distance,Millennials,Doctoral Degree
165,55,1.0,Travel_Rarely,436,Sales,2,1,Medical,1,3,Male,37,2,Sales Executive,4,Single,5160,21519,4,Y,No,16,3,80,0,3,7,7,3,High,Junior,Good,Short Distance,Gen X,High School
166,34,0.0,Travel_Rarely,507,Sales,15,2,Medical,1,3,Female,66,2,Sales Executive,1,Single,6125,23553,1,Y,No,12,4,80,0,6,8,9,6,Medium,Junior,Better,Medium Distance,Millennials,Associate Degree
167,18,0.0,Travel_Rarely,812,Sales,10,3,Medical,1,4,Female,69,1,Sales Representative,3,Single,1200,9724,1,Y,No,12,1,80,0,2,0,0,0,Medium,Junior,Good,Short Distance,Gen Z,Bachelor Degree
168,41,0.0,Travel_Rarely,334,Sales,2,4,Life Sciences,1,4,Male,88,4,Manager,2,Single,16015,15896,1,Y,No,19,2,80,0,2,10,0,4,Medium,Junior,Better,Short Distance,Gen Y,Doctoral Degree
169,44,0.0,Travel_Frequently,383,Sales,1,5,Marketing,1,1,Female,79,2,Sales Executive,3,Married,4768,9282,7,Y,No,12,3,80,1,4,0,0,0,Medium,Mid-level,Good,Short Distance,Gen Y,Master Degree
170,42,0.0,Travel_Rarely,691,Sales,8,4,Marketing,1,3,Male,48,2,Sales Executive,2,Married,6825,21173,0,Y,No,11,4,80,1,2,7,4,2,High,Junior,Better,Short Distance,Gen Y,Doctoral Degree
171,51,0.0,Travel_Rarely,313,Research & Development,3,3,Medical,1,4,Female,98,4,Healthcare Representative,2,Single,13734,7192,3,Y,No,18,3,80,0,6,7,1,0,High,Senior,Better,Short Distance,Gen X,Bachelor Degree
172,32,1.0,Travel_Rarely,515,Research & Development,1,3,Life Sciences,1,4,Male,62,1,Laboratory Technician,3,Single,3730,9571,0,Y,Yes,14,4,80,0,2,2,1,2,High,Junior,Good,Short Distance,Millennials,Bachelor Degree
173,42,0.0,Non-Travel,355,Research & Development,10,4,Technical Degree,1,3,Male,38,1,Research Scientist,3,Married,2936,6161,3,Y,No,22,2,80,2,1,3,3,3,Medium,Junior,Better,Short Distance,Gen Y,Doctoral Degree
174,31,0.0,Travel_Rarely,688,Sales,7,3,Life Sciences,1,3,Male,44,3,Manager,4,Divorced,11557,25291,9,Y,No,21,3,80,1,3,4,0,1,High,Junior,Good,Short Distance,Millennials,Bachelor Degree
175,31,0.0,Travel_Frequently,853,Research & Development,1,1,Life Sciences,1,3,Female,96,2,Manufacturing Director,1,Married,4148,11275,1,Y,No,12,3,80,1,1,3,0,3,Medium,Junior,Better,Short Distance,Millennials,High School
176,30,1.0,Travel_Frequently,109,Research & Development,5,3,Medical,1,2,Female,60,1,Laboratory Technician,2,Single,2422,25725,0,Y,No,17,1,80,0,3,2,1,2,Low,Junior,Better,Short Distance,Gen Z,Bachelor Degree
177,36,0.0,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,4,Female,96,1,Research Scientist,3,Married,2543,11868,4,Y,No,13,2,80,1,3,2,2,2,High,Junior,Better,Short Distance,Millennials,Bachelor Degree
178,28,0.0,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,1,Male,50,1,Laboratory Technician,3,Divorced,2207,22482,1,Y,No,16,4,80,1,5,2,2,2,Medium,Junior,Good,Medium Distance,Gen Z,Associate Degree
179,30,0.0,Travel_Rarely,1176,Research & Development,20,3,Other,1,3,Male,85,2,Manufacturing Director,1,Married,9957,9096,0,Y,No,15,3,80,1,1,2,0,2,Medium,Junior,Good,Medium Distance,Gen Z,Bachelor Degree
180,35,0.0,Travel_Rarely,890,Sales,2,3,Marketing,1,4,Female,97,1,Sales Representative,4,Married,2014,9687,1,Y,No,13,1,80,0,3,2,2,2,High,Junior,Better,Short Distance,Millennials,Bachelor Degree
181,59,0.0,Travel_Rarely,1429,Research & Development,18,4,Medical,1,4,Male,67,3,Manufacturing Director,4,Single,10512,20002,6,Y,No,12,4,80,0,6,7,5,4,Very High,Senior,Good,Medium Distance,Gen X,Doctoral Degree
182,39,0.0,Non-Travel,1485,Research & Development,25,2,Life Sciences,1,3,Male,71,3,Healthcare Representative,3,Married,10920,3449,3,Y,No,21,2,80,1,2,4,0,5,Medium,Mid-level,Better,Long Distance,Millennials,Associate Degree
183,27,0.0,Travel_Rarely,1054,Research & Development,8,3,Medical,1,3,Female,67,1,Research Scientist,4,Single,3445,6152,1,Y,No,11,3,80,0,5,2,1,4,High,Junior,Good,Short Distance,Gen Z,Bachelor Degree
184,29,0.0,Travel_Frequently,442,Sales,2,2,Life Sciences,1,2,Male,44,2,Sales Executive,4,Single,4554,20260,1,Y,No,18,1,80,0,3,7,0,9,Medium,Junior,Good,Short Distance,Gen Z,Associate Degree
185,34,1.0,Travel_Frequently,988,Human Resources,23,3,Human Resources,1,2,Female,43,3,Human Resources,1,Divorced,9950,11533,9,Y,Yes,15,3,80,3,2,2,0,2,Medium,Mid-level,Better,Long Distance,Millennials,Bachelor Degree
186,36,0.0,Travel_Rarely,506,Research & Development,3,3,Technical Degree,1,3,Male,30,2,Research Scientist,2,Single,4485,26285,4,Y,No,12,4,80,0,2,0,7,7,High,Junior,Better,Short Distance,Millennials,Bachelor Degree
187,30,0.0,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,4,Female,84,1,Research Scientist,1,Divorced,3204,10415,5,Y,No,14,4,80,1,3,2,2,2,High,Junior,Better,Short Distance,Gen Z,Bachelor Degree
188,34,0.0,Travel_Rarely,704,Sales,28,3,Marketing,1,4,Female,95,2,Sales Executive,3,Married,6712,8978,1,Y,No,21,4,80,2,2,7,1,7,High,Junior,Better,Long Distance,Millennials,Bachelor Degree
189,27,0.0,Travel_Rarely,269,Research & Development,5,1,Technical Degree,1,3,Male,42,3,Research Director,4,Divorced,12808,8842,1,Y,Yes,16,2,80,1,3,8,0,8,High,Junior,Good,Short Distance,Gen Z,High School
190,43,0.0,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,1,3,Female,43,3,Healthcare Representative,1,Married,9985,9262,8,Y,No,16,1,80,1,1,0,0,0,Low,Mid-level,Good,Short Distance,Gen Y,Bachelor Degree
191,38,0.0,Travel_Rarely,343,Research & Development,15,2,Life Sciences,1,3,Male,92,3,Research Director,4,Divorced,11510,15682,0,Y,Yes,14,2,80,1,3,10,2,9,High,Junior,Good,Medium Distance,Millennials,Associate Degree
192,36,0.0,Travel_Rarely,557,Sales,3,3,Medical,1,1,Female,94,3,Sales Executive,4,Married,7644,12695,0,Y,No,19,3,80,2,2,7,3,4,Medium,Junior,Good,Short Distance,Millennials,Bachelor Degree
193,39,0.0,Travel_Frequently,711,Research & Development,4,3,Medical,1,1,Female,81,2,Manufacturing Director,3,Single,5042,3140,0,Y,No,13,4,80,0,2,2,3,8,Medium,Junior,Good,Short Distance,Millennials,Bachelor Degree
194,31,0.0,Travel_Frequently,793,Sales,20,3,Life Sciences,1,3,Male,67,1,Sales Representative,4,Married,2791,21981,0,Y,No,12,1,80,1,4,2,2,2,Medium,Junior,Better,Medium Distance,Millennials,Bachelor Degree
195,30,0.0,Travel_Rarely,501,Sales,27,5,Marketing,1,3,Male,99,2,Sales Executive,4,Divorced,5304,25275,7,Y,No,23,4,80,1,2,7,7,7,High,Junior,Better,Long Distance,Gen Z,Master Degree
196,44,0.0,Travel_Rarely,1448,Sales,28,3,Medical,1,4,Female,53,4,Sales Executive,4,Married,13320,11737,3,Y,Yes,18,3,80,1,2,11,11,11,High,Senior,Better,Long Distance,Gen Y,Bachelor Degree
197,23,0.0,Travel_Rarely,650,Research & Development,9,1,Medical,1,2,Male,37,1,Laboratory Technician,1,Married,2500,4344,1,Y,No,14,4,80,1,2,3,0,2,Medium,Junior,Better,Short Distance,Gen Z,High School
198,41,0.0,Travel_Rarely,337,Sales,8,3,Marketing,1,3,Female,54,2,Sales Executive,2,Married,4393,26841,5,Y,No,21,3,80,1,3,4,1,4,Medium,Mid-level,Better,Short Distance,Gen Y,Bachelor Degree
199,21,1.0,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1,3,Female,36,1,Laboratory Technician,1,Single,1416,17258,1,Y,No,13,1,80,0,6,0,1,0,Low,Junior,Good,Short Distance,Gen Z,Bachelor Degree
200,45,0.0,Non-Travel,1238,Research & Development,1,1,Life Sciences,1,3,Male,74,3,Healthcare Representative,3,Married,10748,3395,3,Y,No,23,4,80,1,3,15,14,4,High,Junior,Good,Short Distance,Gen Y,High School
201,40,0.0,Travel_Rarely,1342,Sales,9,2,Medical,1,1,Male,47,2,Sales Executive,1,Married,5473,19345,0,Y,No,12,4,80,0,5,4,7,1,Medium,Junior,Better,Short Distance,Millennials,Associate Degree
202,44,0.0,Travel_Rarely,1037,Research & Development,1,3,Medical,1,2,Male,42,1,Research Scientist,4,Single,2436,13422,6,Y,Yes,12,3,80,0,2,3,1,2,High,Junior,Better,Short Distance,Gen Y,Bachelor Degree
203,31,0.0,Travel_Rarely,1222,Research & Development,11,4,Life Sciences,1,4,Male,48,1,Research Scientist,4,Married,2356,14871,3,Y,Yes,19,2,80,1,2,4,0,2,High,Junior,Better,Medium Distance,Millennials,Doctoral Degree
204,46,1.0,Travel_Rarely,377,Sales,9,3,Marketing,1,1,Male,52,3,Sales Executive,4,Divorced,10096,15986,4,Y,No,11,1,80,1,1,7,4,3,Medium,Expert,Better,Short Distance,Gen Y,Bachelor Degree
205,53,0.0,Travel_Rarely,346,Research & Development,6,3,Life Sciences,1,4,Male,86,2,Laboratory Technician,4,Single,2450,10919,2,Y,No,17,4,80,0,4,2,2,2,Very High,Senior,Better,Short Distance,Gen X,Bachelor Degree
206,49,0.0,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,1,3,Female,36,1,Research Scientist,1,Married,3580,10554,2,Y,No,16,2,80,1,2,2,0,2,Medium,Junior,Better,Short Distance,Gen Y,Bachelor Degree
207,46,0.0,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1,4,Female,74,2,Research Scientist,1,Divorced,4615,21029,8,Y,Yes,23,1,80,3,2,13,1,7,Medium,Junior,Better,Short Distance,Gen Y,Doctoral Degree
208,31,0.0,Travel_Rarely,140,Research & Development,12,1,Medical,1,3,Female,95,1,Research Scientist,4,Married,3929,6984,8,Y,Yes,23,3,80,1,0,2,0,2,High,Junior,Better,Medium Distance,Millennials,High School
209,50,0.0,Travel_Frequently,1234,Research & Development,20,5,Medical,1,2,Male,41,4,Healthcare Representative,3,Married,11245,20689,2,Y,Yes,15,3,80,1,3,8,12,13,Medium,Junior,Better,Medium Distance,Gen Y,Master Degree
210,58,0.0,Travel_Rarely,1055,Research & Development,1,3,Medical,1,4,Female,76,5,Research Director,1,Married,19701,22456,3,Y,Yes,21,3,80,1,3,8,1,5,Medium,Expert,Better,Short Distance,Gen X,Bachelor Degree
211,34,0.0,Non-Travel,1065,Sales,23,4,Marketing,1,2,Male,72,2,Sales Executive,3,Single,4568,10034,0,Y,No,20,3,80,0,2,5,8,7,Medium,Junior,Better,Long Distance,Millennials,Doctoral Degree
212,26,0.0,Travel_Rarely,572,Sales,10,3,Medical,1,3,Male,46,2,Sales Executive,4,Single,4684,9125,1,Y,No,13,1,80,0,4,3,1,2,Medium,Junior,Better,Short Distance,Gen Z,Bachelor Degree
213,35,0.0,Travel_Frequently,664,Research & Development,1,3,Medical,1,2,Male,79,1,Research Scientist,1,Married,2194,5868,4,Y,No,13,4,80,1,2,2,1,2,Medium,Junior,Good,Short Distance,Millennials,Bachelor Degree
214,32,0.0,Travel_Rarely,334,Research & Development,5,2,Life Sciences,1,1,Male,80,1,Research Scientist,2,Divorced,3298,15053,0,Y,Yes,12,4,80,2,5,2,0,5,Medium,Junior,Better,Short Distance,Millennials,Associate Degree
215,35,0.0,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,4,Male,46,1,Laboratory Technician,3,Single,4230,19225,0,Y,No,15,3,80,0,2,4,4,3,High,Junior,Good,Long Distance,Millennials,Bachelor Degree
216,19,0.0,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,2,Female,57,1,Research Scientist,4,Single,2994,21221,1,Y,Yes,12,4,80,0,2,0,0,1,High,Junior,Better,Long Distance,Gen Z,Bachelor Degree
217,28,0.0,Travel_Rarely,866,Sales,5,3,Medical,1,4,Male,84,2,Sales Executive,1,Single,8463,23490,0,Y,No,18,4,80,0,4,4,1,3,High,Junior,Better,Short Distance,Gen Z,Bachelor Degree
218,32,1.0,Travel_Rarely,1045,Sales,4,4,Medical,1,4,Male,32,3,Sales Executive,4,Married,10400,25812,1,Y,No,11,3,80,0,2,8,9,8,High,Junior,Good,Short Distance,Millennials,Doctoral Degree
219,43,0.0,Travel_Frequently,422,Research & Development,1,3,Life Sciences,1,4,Female,33,2,Healthcare Representative,4,Married,5562,21782,4,Y,No,13,2,80,1,2,2,2,2,High,Mid-level,Good,Short Distance,Gen Y,Bachelor Degree
220,24,0.0,Travel_Rarely,506,Research & Development,29,1,Medical,1,2,Male,91,1,Laboratory Technician,1,Divorced,3907,3622,1,Y,No,13,2,80,3,2,2,1,2,Low,Junior,Better,Long Distance,Gen Z,High School
221,37,0.0,Travel_Rarely,367,Research & Development,25,2,Medical,1,3,Female,52,2,Healthcare Representative,4,Divorced,5731,17171,7,Y,No,13,3,80,2,2,2,1,3,High,Junior,Good,Long Distance,Millennials,Associate Degree
